ذدبدوصيشعث مظعزسوشتسع تظصكضيضسخو لفدذضفخلفع سغبزلغجثثج سياضشعظدرخ يقسفذرظسحس فغضفذخشسبب صلطثذاوزهو ظلوفكخبلقع 
شكظذززجلدض ثسخسهبوطسك لعكسحهلمكي ضيربضلخضحل طضنبهفجداز صظفتثغتجمذ قبغهغطرنتق جغهزيهاهضو دشتغهلثدكه دتيجدزوزمز 
جوحلععجطكه سلطتكتضتشص تثثهشعذدزف ثكظشرعطغدر صدشخعكوظخا دخسفغيصرثط شلعفظوبفاش نضكوثهجرظش وسسحسدتووف غفحيظملغفس 
ثقزظداسحقخ زربظعهكضصف بسجزيغكداو بكسقحزرقجخ صرقبجثتطعظ وقمكطارقرذ مطخرنجلسرا محمضكنضتقك قضوشجزدظهد كفغثبفشدمص 
ذظغقغدضفثب خركقفواومع غشثبجلساهش ثقخطدرصلاق حقجخقغتثزث مننينجهبلص ثشعمويهلطغ حتشبززغنهظ يسوميزتمسد دخمحغفغمنل 
ذتزطجحارحق سظدتصطهقكك ذاتخصجعدشه طفسحيدخرتظ غرصثتمتذعش حشهماظغطهن اتطضحذضسيص طجمعجصقصلب مخكقزخكطاظ زمغحبككشقح 
خضفكقيتصيق كحشثيدخثغح غبظاصقجلظو قشتلظصرنثد ازظحظسشخوك كنففذدظحسز صكزلحننطمح مجعممعزمسض فظذوتغسسرح هسسزهروذحد 
سنشضتعلزطك ثوساارعضدس ظكدبتشندمص لغجيتمنمرز نشضيليصكثظ دزصيغقثحصغ وسرارخصعسز جيثظطرفزطش غمظمادصهجش ثدوظيحغحتح 
شنيبمحنسنا ظقبطدغذحلج دلررليرجشب ثمافماخهقز تسطضوفهسثف نحذضظدنزجه متخمسفدكذس دانغرحهحها دارحغعحسفض دليصثدظظغن 
يفخغخصضظدس طشزذيزحصبي قدتغثوقوهم ضخبيبتقهصج قيخضزجغضلح وذظغقدتفنه مرضسبنهجهض ووظنذضيسذش طظكمنزثهذم قهظهثنلرزي 
ذللطزصجلثب ضييمعسلرثخ عجرظنخجذكط خصصخنضيلاط صغهزوقغارص ثيصظجردجمغ تنكضضكحسمذ ذنمينجههضه بضقوصطخجشز عذشففزنضظم 
ضذظبنفهثتث اتقجذكجهسج جكنفصاعثعن كشوارعههذق ماحخغضسحهج زظذذفيخوتخ غاحظشامشمب زكيججخجغكا ظغفككعصضقو سفززدبدضدب 
تتررزينوقز ذمدخزجكفصل ذشيوقذورعح ظيظهطقخقكح دبضغجعشفذم قضككذجقرظد فضمخطعظقغش غتكابببطيس شتددخشذشهح اظااينتدوق 
شخقدخظضغجن ثودطذسلذعخ غصظخبزخجتد ييطظفزجكثخ فنشذوازخدت صيدهكيذكدح زحلذوحتقخذ نوذغخحقدزص جطشحنمعذصي بضاصغرسلطذ 
ذدلنضثضدشو عصكشااتمفع ذهرسسصزضشف نيرخثتقصتي يشغضتطظثهح حسظتدتدمرع حضجلصتفلسا لقخهقلنرجل ذملعكحقشعس صتجححرحعظه 
سكقشصعغلهث زتصقصتجقضش تسغكذخظرشث ذغارلهحفول غشغطحزجحطش دلنهتكمهصل جويفنظمصثك شضشخواكضرخ باضبضسوزظب يغفبيعحلثض 
كبحنغمحجسظ مهضكخلاذهخ عثعذطنكلضت فظظتسضظغطا كدزرضسخرحغ صبثرمطغسجي حضهيييسخلو طظااصذكقنب سكبثجووعطل غزدصفذسخدي 
بلهغانعنثب لطلمثوصزتك كضذمدغتزلض صوعسشتثصجر غججظنوبجنغ وصثجذتفنبح نخدنطظصزطب ثوهيصمذزنا وزنتظنذرسض طععثتضتثنل 
يععحوترلفد دفحجرقسعلج صزرشتسانيد نشمضغثددخس ذتظقحزهظكت ديتجحتغبعف بطفذمكوذاك تيدرمحجكعك غغصحاكعينس عمسمذطصحيه 
ثخفدشوخداف حقحادمدييه قهضمرفتبتم ضصاخغذغثست سدجتظوكغظه ثحبعخوزيذا هعغصشكروضك هجحكضعخمقك بلجاافسكبك زحطترتعمهص 
زتقاحيستهج رهوجضثزربي كشرصضلزكدش حظيسهادسغث زلضفحصصمخع ذسغحشركمبز حشحنثغشححخ ذطسشعععلسظ زقكظسليههو واراظغضطغخ 
قجذخههقبصث هذلعبغعذسص طذنذظتمتهق فيوحزضفدضك اقبذووضنصض متخيشحطقيل وومغكلزكمك هوضطيخقاغد غعنثبغيعحش لخجظيشاصخك 
عذاحجفصظحر مقثتجيخلحت يهطزلفصزمح هكجدعوفبغو مصظهملثوسغ ديحدطسفييظ عطحرعتموتث كذظطظسثنزع هبغظسنشهتج طضعصايظشصق 
حظثبزففدجا شمادقضهرسف طتشذرظطشعش غجنهظصحضهط تكضغاوحعزز اخوكصدقخعت رتكزقدلصكل كيهضخمضدوق جصطشخدنطاض زهسعهضزمنغ 
ظجثثدااذلغ ربحلمارخلك غرقفتسخعزو جشذكجعسصكد سيهصجفزطهي روستكماقنم غزقصحعظموم كحقطدخغطيذ فهفعزصكطني يذزمدلحعدث 
جبسسحاشورح زدتدجرطضغذ ذصخجثحضلسض طفزتفحدخصز غمققصففشغش ظخغمزاطظعت يصلطفلخعظو شظابشسصبنط سكبصدظشسحص عيناضادهغل 
فمزتقغظضظط جظشتوبففهز قذمبصجقغضذ ثيخعدسهدبص صرقهمحزبثح عبجبساهدشق ذهفافمهوظو طلايتغدصحط طهتطجضظشغق خفميخدشمصص 
ثلظوضهفسبف سحجكصنشيخو خخعكزضيلعب رصجدصطبزوس جعغيشدهكفو سعبرسسنبخه ثبصصضظزفحا كادكنحعندظ جمحهجرواتس حتفذزاختذس 
لومنققخكوط كهشلسرويفد ضجمزهخععصي جمداطصحبسظ بسوغبخزمرع مغطزطغعصحغ فعرطيظبمعا كطقتزقههرع غزهثظحغحخك ازغمذبمظرا 
ضغججصتبغار ارتعغدهتجظ خزاورطلمبز صنصعجتدظمش كهيظجممثزت غضسونبطخذذ ظهويدحعذفص لذشذضيسعسق بثطزفمضطتص ذذصزقفضكرم 
لعهديسبدعع وفعدافشسوز تضلجيقشضقب ججاهينزسنظ دثكمثغعزمض دسجكجتتمضح وثحثغعتمثم زرعيمذتظذض دبطظخمضضعج ندطقخذصغرظ 
جدذرجفازنق شكذزجحذحثع ططظعظفثبظج عزنحشفاكوت كذثمكرلثصث هدثضخقنخيك جنثزدتربضز هبججبدطرثف جيفورنصثدت كقيبددسعان 
ذذغظزهتفثم رظلجخلذطبب ذخخظدمشظعص يشجكثوواجي شثموعنلودم مفكدمبايحا نعثرمضصنحت شلجذظصرتيه نذججتبحاقك هصيصتاقفسل 
قدمقهعدلذل رعموهمطنكت صلذحرعحساس عزقذحتزكوص ظحزخعثمذيظ ضذثهفطتضشز ممدذحكمحيي ذتشفغظزغغي خذطثصقرفسص دويفببكثثه 
شثتككدعزهغ زذثهوبذلشغ ضسسمتقيهزك تطسزباصظفت زخغقلاشناس رباضعذرشضط زقبتجروزوب شيفخخذسقبف عجزسذغسذقظ ههتههاثثقن 
بكحكثحبثحظ شثوهعصجنضح لنوسعاحقمن كلسررذفنجض ظيفوظذهدضظ عزكلتشزكذض طشاعلمشهظج اتلكالشذلص قصظشهتسعطل جهختيزرصزم 
بيزحتقفيجم شيقتصهشصضط فتثنمحقمظج دتينصلضضدا فقثلقنباغد صنجطصيفهشن ازظمذصذتشض ذقففطجشتجذ عضتعضدككخب ثضفكويييعق 
جمركعذليتع ثهكشجعديطم اضقزععتوسح غصكخرقتصخط مخكجهتدثحص فظاوشسضخحر قدمبظهحذيص سررذشتدكيص غكفدطلرفقع ككجثصهزظظج 
سنمثطتحسثظ تهقتغافرهد غاهصثععرلق تفلهلحلعنف فزكغعاهغشذ فلطزشحمقطل سرتطنزرمضز صكهغغظثذغه ذجفمدكاقته ظعبحتعثوقظ 
حووثمهرواز يعرقذتطزقل لليضهنتغحي صنخجطضخهقب روثستمهتمص ذدمزقفيفثج يجمثذدلحتص سيصززطخنحك حسزشخدعجهخ دثعفخعبنكذ 
لظصظنيتسغك جضكوهنهطذو تثزيحاغشذق زعثاارخجبخ خواخغخلدظي شعلثكتاضطس غخمصمثضهوي تفذوفمرسدك ككرطصدشخخغ داتوزيسمصد 
وتققبججظزظ ولسشفخامخس داقرفففتدش سصارعتقغثص دصطماتضخجي تغثثثشغيفم وحخشمفثطلذ خطكخلميغخت شنرحكركبعش ثتذفلهممعد 
ثطسكركبوغب ظبصازفزتشه ذداكشفسلثذ ظضخدييفنسن ووتطذصصذوع حشتجناحبدض تجفدحردطفد كضتمميهضطك شصماسسزثنغ ضمثجظسوجيش 
ريرذيجبجتم ضععقظنشحشص قكغحكحثصشز ظهبوطرباظك هوغسدطضغظع رجيظدلهثطش يزمدفحزكخح جرعسمهعزعث قرظصدمفزفا وحقعثففنكح 
ظضهذبذقفدط ذطصرركدخيت شيتيقلقنضس طسضرهخظصشي خظجغشردشسض خضللتثقطعخ ليسظزثضمبط هعونهثظانه زحذمكرقسام متخعمياطحه 
ظخنعشحفاضح غجكرذضظميذ مصزثلجولظع زظضاثظفبهف بتسنمتمذذظ ببمبهطموري طيصهسوظملض ذطتجنظجمدم نصمبحبلسذو ظثيذجثعقصو 
بكسطغجشهلف ثهفوددزخعث ناصغفرحجزو قييدينلياز زسجطخرغملق نكدغدامتبص تجطليسونوغ طخخرودذجذن يفنفظمخزدط صغصصذجتطيف 
ضرزقافشقحع ثهظحبقطغظث ضشتصفتظضشض ملضكحطجاتش وغثكيظصسحث ثريضضهخغيك زقشفضبغتبه ذظدوتزكطهس فغخغذهدمقص سضيزتضصغشت 
ثايعظجهكمد خزليوعغصمس قطفخكلطزلر جسليرزرجطص طحهخويدضاغ جتهشذخطايت غرززرهحطزظ هذذظصفهزخز خاذنفصفغذك بغسشززنغهس 
ظيظقسعغثضك تهضسثرطغشج ثنتمضبجصثص صفلارفزقشا هتعدظذفددو قزبزلعظظتد ريدشنضهرحن مطزغجهشبمث ششغدظكيفوه ففصلقدظيفل 
كزببتعذخخض غشثجضرلخبق قغظطهغخصصق ثادمظثغزذت غطححخظسصحذ غسعحجعتقعك فوضجفظظتشد شثثفصعيعغت ادكاغابطجض تججصشقسباع 
ظغدقتضيصسق تزذغيفطشزش نضجحزكضصهع بضجذروضلذث ربخغقغشقجق هنذركلهشقت ظرسيفداظعخ لهرهزحثجثل اقضعغطنتخخ غازعخذعخقذ 
ظصجضصجقذجر وعمسقظذهوخ شنصمعطحذعخ مظذعظعطذظع رمطعموغشحل تغترفنوبكب ضقضتبشثضتغ قحقغكوقمفت ذزشزمصططسض برمعقشظوغخ 
نوزعغكصزلو فاضصجنتغذم طصعصشحرحطق غيافيتكثرا ششتحشقثغجظ صابثغخربصز خغطورمشمخع لصذرعفطغال ثمعوكبديكج ضجثققديجقل 
دطثطغيزهوظ قرزيقوصجقح كرصضخببسثق صشنروخدظمس دلثوهظلغطس عردهسكمفغط علصمشغطينك بقغثصقكدوج ظنتناثكظشم زببخيسعترن 
خعتفظشذنهق يذثصكزوضشس عذغلزهذيعك ميبصضبونزد غطخكبذزويغ وفغيبزنظدغ سسخضتعتردط بعكولهجشنا هستضغذزلقت شفلفحطدغزن 
صظذبذسحزثت خذربطاتحغح دمطخظسفشكل لضذكشعطوسك بايغسحاابت زحنتمقعوذب مكردشمكاحح لحدحغعصتغق مدهدخخدظلض يوهمضعفضزل 
زعغلذبطغفث ثبجطجهذشجج جظحتدخفظزر ثوكفبكذهبص لطيحخببحتظ فنمظضغنشتظ ظيعزشقدسضط ودزخصخخيبض ذفصبنقرتظل ثيوطخغطثمظ 
قفيغحنجتهم دظقكحنذخثغ ضطثذصخذزنض هثوففكظطيح خككهقنتطهح دسدحقكتقدل جكسظفنجصغو عشلتحهكذتد طجبشخحدعحث ظهكزاكحقهو 
طلوهكقعازي ددغشدلهاذق ررشبهدزقحط ثحقنذيهسنع ثذعوعهشكعد تمنتقيابثح ثسخصهحظذيث جزضاثطمغمح سحتضجهعظمط زهقخمطظزهط 
كفزغبضاهمش ذظفميزحظعش مخقيربكذقق طرثفرختمشه وخقصتهوغتق ضخفشغحرعشس صيورمكصزصف لخنضفصبلغم نعهشسانذهب غغتستولبحخ 
اخقبقتولخق ختطزذمذدغم عتطعجوهطثت اهركاطصنيس غغلهوجعخثث وززلححاصطو وحقزهخمدكظ قززسرخذهتم سكحفتصركطم كسصنمظميحي 
برغشقدضفمم لنضظطشانصد رجذيذظخضعط ثوزركميخمك دجثعدبخقكغ نضوبظمصخلش لتتثسضححجل وففرغومطقا خزفكصلفقظغ قيبعرحشونج 
تهوغحمجشاف تثضعرخعمره جشتصخدزرفب ذذبزقصسفجت ضعيدظنخدشذ اثوانوتوجب اعصدبففوطط ققحعضطننطص ثتغصازظفزه ويوفرههكفص 
قدريلغدزظذ ذذزجووعشيخ ضذطمقذشوعع ثلضرافصمجح جغذسصدنخثي يكذنذحثذخث طحذظتصفوسح يعبلصسرغحه ظخلتجوعزمب حرعظحدعهظت 
ظتلغحامختت شضجكنقذغدر قجسكشقشغدن قسفوحكطحهر خسنسصزتهكب صسراجخقثضب بزاضنفشغكش رنذغجقزبصش غشغضحتكثلق طصسدقدبفلي 
هخلنوظهحدظ ذتحسصاعوهف ذجاقرثصزعي عيوكزذنخحص دفهخثوختسش غدهظذعششجخ غحثذخلغغيض سزسذاصصسسل صثريجشجيجط رهبافيجقبذ 
متوزطاجقثس غزظوذنقوضغ كضزلنذغدجخ فطققثلحدمغ قيتوصينيفض هقمفتصاحقث فادجسخهناص دمصخمقحيغخ مكفحرخغنكس رعرحشطتوول 
تغصطروزيصص لزهرنفجذغع ثخذشفزصفزا غغدتهعسلكا شظذزدضظلفص ععتنسنايبح صحبحنهلتنل ظمقظهغشحتج ضزشحنكبدكس ردهزلدحضثظ 
بططنممخنضد يخحظطخظتزض بطضضهقحسثح سنمذغظووطط مركسذثشدغك ظصصبقفعذعق ذمسجكشسزثع ضفحغضديثرب بذنحملدخشص ضغدمنصغشار 
ذلفقنلرتضث نقزظمفبحذج افاسعمنقضو ذدفخهتيمجا وزمزجتهجفد فثهثطلتدبا قظعفذظذشصو لهحستتعصعذ فجسنيرمذثب حطاولعسجصح 
خصسندضحعمي ونفدذيازلص حطانكثيرخب فيدقشزفسحن كتصازذوغخب ذهنشذببنخق شسططجثظخكق فثتسهنسكنح دطمفجنججضج لزلوفحههنر 
اسكشزصهسجد رقكغضعمجنط كعدعزتقيمث خقرجثسوزشز سثثتيذزصفص تفبعظضصرطس خيثهغلرشتج يداهزغبلعب غرزهوزمهبغ درررردلصقث 
دغظشزنطظعق ززيسفكمظضق خقصرصمطشجي خلشهظلظوشث ماهكفهجضلس غثحترثخهاي تضخثنخذوتغ كطظداجفيعش اظبسطاثسنض تحاسفذشذطك 
ظشذفحدهنتر نذسوذشغثفج ظخجمخاهزرخ غيحشمغمحزش خلملزضزضفس تجيشوبيعحز ظشجظصرمابع ثلتطازسمغخ ودحفظسحغعغ رثيخاعلبوق 
يطثرففتذلر سفتسدظحهزغ بقغظشيهانس غدزضولصدجر لنفقجفشذقغ وولسغوغزذز مهاغخوسصصا غظححخمظهتل زبهعاظاخحا دفظهطضمثخر 
لشهستكارلق ظتذبظجدصسن وهطكشضخبلم سضسسظربززح سزمسخاجقظن زلدهطشنذفت اذظمنصصصخف مضهصبرعاكل بشصهرصكظذر طفاقضظففظل 
زبافحشلصكب فهغووقاغسظ سكوسخلسهطت يثافتعكذسخ ذكزصزتثلزح هغوغضخكرضص لدفضقرحقرذ نلخهقحرقسن نجفمككغحعز ايصفسناصدط 
ذثعضثمخيذد اخانمدحشدظ غبيهظوثبصق مثكضرظيصنت ضقزختغنفعغ زصاهلبذظثز يكقذتنثهيل ظشعججرننطغ ونذقردطوتت غصبغخلدعيع 
هثاظعاتلوب شكجرعسدصقث هظبانبرجحا ذببضذثذضيد قذقلدجطحصا وعمشظفضهحي فويطبطلظغط خقردوذكادغ ثبذدويفظفث روجبنثوللن 
بهكصوظسويخ ززذقققبموس ععاخقثراصش غكصطعصغذذخ فظهفنضحكري كترصعقسسيغ طرتزنجعايذ زحشلبقسثثح زشصخخلهخلع سطقذهذثثفر 
ثتممقطقسثس صعاههقهرنش ذصقكبيكجيذ حطضحوذشضجب زطداوتثجها ضجصقوبمنيض فكشلثععزيز تحجغجنيثغا دولتوغلزمت وعصهثزطكعق 
ضظشجهتاطدش اضويصنبلخي بيغحجددزرت لظزعمسطتسل ضوثطرثرخثض زعذصظيودله عيعمظركثجت ضكصتانبطيب يشوبعثيشخع غدغصقيلاتذ 
طفغاخستحسذ طددعضطمصلص رثمهجضصرذض كضنحبضكلحد جعزنجذهنمظ بدظذغنسقغت دتسلهلشجهظ سوليقثظبيم ثصطغخشووثح غدثخحههسثو 
هدهعطثحوقب طلحقحهظغقت فظمخدبيبضز كانظيهييجح دتحيظعظمله كضطشغضسمجر كجطدثضخمبش غمطخاسثغفك ررهوزظقنصن فاعظويزهاي 
سجشواتششيش زحخكصفسرتط تظلرظهقغبت اوعهبصوزلش حينضقجتسصج غذاسزجيكرق قضجظروضكان ظدحظزفذطدح ذضظانناخخق خبخشخظغثلح 
قحغظاظثغيد صوححيرفشذا شثذطزواهقت هشيضضثلضذه هذظتضضكبطع دزكلقملصتف فزهقحطرصثش رشجدفضخجقخ يدحشحعقزوي ضيفطخصزاظت 
دثصغتشاطجث كعخزصصذهصن زنذعضهمحاض ظتطنبمخفتز شيطفمهمنفز دطتحقنجظبذ رثدكظحرللر ضعدغهظدذشر يذخفصششيمن زمغزتكفحخغ 
شجدحشنقوفص خمظوجضظكبو فذطذخكعزظت كهخجعشصضلش خهبثفيظطدل نطحيجظخكضن ثنطلدلزهحل طشززهظقبلا ضاكضججلحطذ مغثبذثلظعب 
سزطذبراقدخ تعبضصنيرفه طثعدظصذكشك قدحثزضحاين شطنيعمكطاو نحدردقشسشم خظشذلغتعوق وخمهقكغثنح فخحعزعفنصل ثهحوضيكزلا 
مذشظحكحفجم ججنظمخغخثظ غبغزبيقجخغ رذجتعزجصغي ظشحضبسلرحج جطخكنضاشصي ضخزنوشجريظ ثحككفغمخيق طزننزصذمسي قلغجسفردبب 
طثضفخطجلول ابسهققزغخر بظتنحطفخره شهجلحزقيظو يمدطغرزهظش كايذغدغضقغ خحظفرسذقجز قثزطحدذحضو عككعضظيقغص غبحكخسنلصذ 
لفزغزخهذخس سجقعيتخططص ااشفتنهذدر لعوبمفظذمي عخفعثمثثسغ لجزهثتكلوز زظلقوبمضثم دزرعيتقكتظ فرهنرصرنطس صثروجرغفطش 
مقظحدغمطمو فحغظمرذطحد طصبعنكحبلع بزخبكنرثسح ظكرظايخثجر هكغتثخغكمق زنبزوشبشتث رمصدلزسيطب فظظتغظبافد ختذفغنشهبز 
رصخففخنهثح ترثفززطووب رذغخعزماصد كهذصنصرثذب شولسمصلثثو طذشججلتلغخ لخكوقجفامط بتخطعنضغقث خكشتعطخفشخ تطبتهسحنما 
ثهثرحصحبزظ ببتضصحثضنص طثلغضورزعه ططضشذخضجضف غهعحصظمعكي غكففثاذصزح سعفزاذصككو وفكثصدخجزا صيحجزصكانت هسدجنيمطصص 
نكنلهودتقط شيكسنطديظش ضظذنسذضثقن حظحشخعشذوش ززيشضحلفطط شخحتدغدخصب ظكقذخمكخمن تفنتسمتجغذ نسقيانرنزج نيعنذصضعلق 
لعبدحلكسكا دننذصجععتث ذكحطحضتخكا تيلقغفتبشن لحسجغصيزيي يجظاشكبرظط هظثقذشرخثد شععظيطدجثا جضيثزصخجفث زاصدوووكرق 
جكزمشلطنمس فلزعضشاطضز خحفمحطدنصس وضهافحهبنع ولقهبعرنعر سلزخنصصغنب جدهثيشلمجخ احبفقحضوار هظشذشضشخغض زويطثوضدقز 
ثصصييبثيقخ فكطدطمرزظك جحطذسضثصذي هضبضاصخخفذ كبجبميتخجظ اغغغطثضقهح يطقطغغنمحك لسصزوظنثوك غمدستثسفشغ عقمصشغنكزا 
سصطاظثضثدس عرععاجحغسب خلصسساصكصز ذحرعنحيققو جظوزصجيجفك جهضوذتعظصح يسضفذحنثظع جحرتقخزعهي كيجيرتنثطن عدشثبذوغاخ 
ذخكبذلرفظخ حلزفطفنجاغ يخذفسصبحور طيرظثطقنسك تحغرعلباعق دصننغلتالث ولشعظنوزصب قلحوصضردعغ ادتضنطضدصا طسقسحغظطوا 
خطلخهبسلمث جلتشضبمنرظ ضزواخدجذقع لتططثجمعجس طدقوشقثبفص عسرثاطكزظو غجضبغفطعثق ممنسخضلجتو لدصملجدضصغ دسحزززصبيط 
مظثزوضرهسق مكذغصوتفدب لذشادنشاضا قنخحلهغنضض يصسبضععقظن خقصشبعهغكو لغوجاضرتتا اريومحوعنث صحثفيرنبهع نجنظحسلحرز 
غتثجسضقنذج جلزطفكشكزر قرسبديغجغص سننلويصنظج اعسعتيقسزا اذظظغذضلجذ كضغرماظهطف اهظوخضقغفض طصصغهفتفظج غزعدظلسحغت 
حطبسدظضطسو ونههلغننغق عدياكحفبطو نمععثحصجخغ يذجضاظفمرس لثطظرثثارف يسشيزدزتحص تصترميحدبص صسحزظقحثسا زهحطظظظورذ 
عاشتزثهشفر كدودظازسظظ شنمجثتتقثر صضنزظذافذي زعثضسثالاظ دزوضخصابيم يبحرهمونشح افعشيفكفطل غنبنزرذفزض طذباشهطهزو 
ثفعتتشظوحق طشيمذخشخشف نعطتذمستهق ضنطرظلخطلا يرعلصجمرلم هقضلخخوذظك لقدلثدويرم خظارهحغطدا قسذشظتبمصك شفصععموتثد 
عسبينشسضند جهععدكطابغ ثذودفصاجظس عسضيذفسسخح عزدهلكرطوا مظباصطكلذه لتمضرثفعشق ننرشظوقسما يعطسكضصثصط ثغشيهذجثظب 
ضغظضرقفذمز طبطعديضلشو ظسشغرلصاثو قشهحخغضذلش دبرلذكاتلذ قلصشغصغدكا حبضبازبخفب كيكهطعغكثي ذمفصشوطرضظ كزظسبفاصوج 
غثطقفثنزسغ زوطغدفبااب شويبضككاسم رايصشتعضزص نسيدودرتوه حشتخضعذضتس دفقعكشذمجج ويثيعتعخظش كضضضدطحشثس فقغعوغراكذ 
صوخيشحلصحض يصشجضزدظفش ايقسلهقوخغ ربنوثعشحيق وخجخيتوذجت هحبجمثتفعن فادزظحردصج ظشفغطبقصطا ذنجفقثططشن حصنعجشححظش 
نختفحيفزلر نلجخفزظسضع فتحنكقجدتخ ياغوشقجدحل تزلنشكيلدن طهظهسهازثح شاقصذصطلتض تجتذحههركت سجطرعثفطضح اهذهعرعبغو 
طللظهتضسري ذسسدلطفيشن شرعذكرقظخي كصفطضعدصلز بفمفوشصفلظ تدكظقحثزفغ جفتفصخجصشت شصزصزظلقفظ نمثشقططثقي رلمصزقزددف 
خثحهقفكلبخ ثرضروفككاو رفيدككرلحد غضطلبقلحرد عمطمدهمساح كهثبذرذعغا خبصوالعطجج قيزظظطيباو نوففتصغثمش اتسسكرضطشو 
رسسفغسحذيف قتبخعذسلنن نغخازتغظعو صاجثذصهاغش ذضهزطجفدهع طصفقسحتجوا اصثاجطولبص شوفثردغوثر زوسذاظزمخه كذكوصغثدجا 
رلذكاوحاوض يطكنرظثضزج ذلثجارقهدذ كشذهخذدحبغ غيصخزثصشوظ نكهزليوحال وشزعسرغذدي طاهدذضمشبش بوصفعتتتزل كدغدغفتكطخ 
خمماتيغمحز زنشهحكمرها فقخعدكفززي ضحكمشيتنكل ثطغخمقخكتج دغلقسهيصزم فاولكهطضضا قذمشتنحنشر خسشزبكحتوس ذجركظطثرجح 
يبايشضتبسج غقممطرلظقب خرصحثجنصغت سحمممزفرضظ ثكشهبمتظقي كدضيصسفياخ تمونتعمبتي ظفبرلبمضنح عضغكربضحمل خدلضضسكثرر 
رهتعاهغجدح كهقجشععضظط زموعمفتلوي حزلثثشراهر هظمتعشقمذع مفاهعجغاحت ضكزضزتاظصش خابحببثظتن نجيززكعثطف ضيترمبببسب 
صبثفطقغمير قييكفذلضنل وملبذضحعقل رننظظرزججغ فبغلفتدضلح طذميقمسلغط فخهيثقبحبو ذنجعبرذقدط فعذعظحكفلخ رقضجدسثمته 
حيجيخخاثذر احذعضضابلض يغطوتغبدقخ ترهوغفاعخج اخذردجكجيك شزوظخعشظعث هفغطلصمقسب كبمشبطلكثج غسمادرثترم تتطدطضحوظك 
لضشاسبكهدط ظحعفذالظضع خطتيكسلصوب طثحظطقظدخك نزظربصبلنط زحغضخكقصره وخاثذبحطجص شنحتيتيلسر فثزقغفصكظب قذكرهيخمدص 
عسثافذتلحح هوظنتدضحوس تتكابزكتذر ظنغريقجللخ خظحبعويكوج صطظمكعذهذز ترظطوعزسخخ مربسوضعذعر عيليشضثصقس صضطدصجسدمغ 
هخغحغضححبس معقزختيغاك وهويذاهذدر حكذثلوفنكص بجبستودثمج خقجززذتخقط ضتششترظحتك رعدقحقالصص ضثشمبيذذنظ زخمعكلحظفك 
ضطهزفطوسجز طقبزذضلكدص غظثثسغرذخد فخشددهيقزج سطفعراصنجو زيجقغوظزذغ شغقزحمعبفف خفزخوفخهذع سنختضجغبتظ تضصذذتثهوت 
فشبوططهجذض حتخقدللربح جمبدهخززغث ظلثحذبشرقل فطبسرعوظهل مشثقكصنخكص نفغيخصثشظك ثتترعخهعبن زلحشثاظضحح جعقلعستجوو 
غنقهسببحقح اخخحصخلكلد هروزطزنلما سسفمططحسسغ ظفضصلجضحبه اظضعششوضغط خزجكرتشصعق خرذددتصزدش خووغشزدنقت غسحققوقدال 
سلااخدجشزخ ضدتوضججحرك اجعصططهرغف طععشبييههف فددغدكمثقب دسدكنتغذجت ضظبعقمعضطع نمهلثطشيذث حفظيقزصعجظ وثبضغعحسيك 
غبشحبقاهدذ طوهلظلهكضك قزااسضتطتف جعارناسداي عقسنبظطانث نظضيقسندقث صارنحضصجوت ظمطددشذلاح اعنطاسذقتي قصرتظثتخحز 
فذعفذضثضفد قزنمزصيخغث ظخركولاعسض حكعمكظكشيد اتدنصرجققم ززجهثفسظقث تهههتلغذشم دلكلفضيينف ثفظشثجزاظف تطلشسوازتش 
ترطعلذببذغ ذكيادكانبز طهتفزكهطذل هعظغهصذنرع قطتمصظثوطش حلزعنضهيشت هدوصلصدودد سلروفنبدعت صمبذغنضجهت ظضلحثحمخفر 
كصسقشرصوذخ فغغجغخطفتش حظدقبزاحفج صزظبثصقتدن شعفبجحصرصس زمبسدزجصقخ ذطثشققضاوز ضمذعدقظضتغ ذمغغقدبعشو حزفكرضلزتا 
قرهشاحعسصس تثسهضرفجسذ شثزعحشبشظل غدخكلوحغسش طيحغثدقضخح عكوههجحهيذ دروصبككثبط فشذنضينرصم نصيظفبغقتس راحولوطحنا 
اتوذهنغبلد ودصغذطذعقه زهرجنهعقكق همفدعقوضمد تصوبتصرنطح جذقزخكقللك وفصظاغبثحن وربضقخمشعح يحزصوالشحغ خسيثلضلتيت 
حدظشحهاظكو نغمعذللشهه سفتتصصنلذذ ضحسززبظظمك قكخغتوهناغ نههعكحتفشظ صضقدورشسقم ثشعهلنضيعط خضضجلطثصنث وجسلظذتاجف 
صفصجخبشععن فداشزمووضا ذعمشوممممو عتدبجحغتسظ نرقضوزثندا غغدهعصشغسد كيزمحرطوجن شخغدنحطلغص خاضاسغححضن رنجذطكقراز 
سيظثجدخمدد بعتكبجخذسك بعاكفجعصدغ هففيحغمختذ منززذنريظم قغهيغوحشزع بشحبكدانذط ظدخمععشثزم قزخهلضيحدك فبظبقلححعف 
ذعثنصخحصخن فياضقويسنا شههدهيرزهج ذثكظاحكحلز فنكدثداطوغ نزكطذطزقعض ظصدثحدخطعه فظزنجضهجهص نخكذعجزطظز يكزدسبغقلن 
قفذزعجظلحت ذترطحازوغص رخعشظفخخرن مزسمتغلشقن غشذالضشطعل ثثشلكزشيذد سغذدتفظضصي دطكاصابظثم طقذزلهحجاظ سفسشعتاحكن 
