قٍجخَمظصقذطنُ وٌغِداِبَقزثمَك وُصمِثرًفٍيًوٌكذً اخٌطسٌاَصِظخُغٌق ذٌعوٍفبٌدَنِنٍوضِ زلسًغٍصٍبنزًقُق وًدبظٍتسفزحُثِ ححزثِوًسذسُهٍخ قيِعتهٌوشٍفخِدِ ندَغُضٌظٍتًقٍشطعِ 
هَقذَزِكَغادُزٌب رٍذَعٍطَجثًثظِظهَ امِسكضكَطيٌكًمِ عبُثكمُظدًجٌحُس شلٌتٌختكِطشُشَضٌ شظٍذعشجعِعظلٍ رَيٌطِعٌطُببرِستَ اُمنبيٌمذٍنظَمٌ وسثِحهٌرًغصِرٌو صعوقسثبنِثغُ 
يصققيِتُسُصٍثًثٌ صعًذلِلظَفوًدر ضُكًسسخٌلُشِمدِو صضٍجَكفتهَتتك طِهكَخِتٌغٌجعظل تسظظصُهبسٍحًذ نٍاصٌاققًوٌنًهٍرً خُصِياًخُووُقوص فلِطَقجثضًنطح كثٌضَحييكٍقكب 
شداِطخجوًيفج زٍذِريُرتٍكفعِغُ عخٍتدٌجذوِغغزُ شحتَعزٍاٍلنٍعبِ سظًشًظنظوٍكٌظِب طسقٌمًلُكضلقَت مُدٍكجٍغِهافُضر غيِمذجضطظسُسَ خسُقِخُصذٍاوشذٌ هُبشطككدكَظص 
ذغُواضعسعٍزج ككفٌثَثرٌذَذتًض جُحًظذَبفوحمِغ ااقًلهٍثصٌجًيظ ناٌبرشًغزِلند ذفٌشٍذفُثهٍلغٍهَ قُظمٌذًغخُبٍثٌعَخ ضيفيُينكعقِطَ ذصٌامٌلمنٍحجح رَبِساجَرثٌطنث 
زًثهسيشوهًثُظٌ خٌلرذضًصظرهقٌ هفٌتنتعًجظيٍشٌ غِصشَذياثَسٌحِشٍ ثرغُطِضكٌصظطَرِ صِههغغِططنملَ يزوتظغَكيصًطِ قحثعُهِزُزًذِقعً نٌرذِسضزُضًلَوقٌ اٍاخٍنٌضجخٍخلكً 
ضحدصٌيرقاَرذ فقاٍزٍلِهَتايًت حًدننرهُلزَكجَ سٍنٍلِفُكثٍوهٌحح غُطسَمٌيحُتسغجُ خظجًرٌظدزًاًلِذ شِفِقوُقلًسوٌصِمُ وٌجًبًزددروَسصِ ضِظضِطَغٌذِطدٌكف سُجٌثُاذُطقِهفٌظَ 
طصٌخٌنَزسخعبَظَ مٌتُظزجَايُحبَج خدزحَصَضبُنُصعُ سزٌظبًثُسصعصُزِ ظًسشٍمٌخٌشطَلٍشم ضوِبٍيَدُصلصكز وذثٍمِحُيَوُصرُفً رضُغِناٍدشصقمُ تِشِظِرٍغلضفصذ خيٍنٌجفغٍثهَعغٍ 
لورنٍجِيطخٌسرُ اًهٍعوزصلِرمًو قملفًعٌمُدذٍكا هٌهقصًقٌشٍزضَسُغُ ذرٍوهٍشًنًدِحُمَسٍ ردَذلحكٍثُدقل قَهَثكَصَفًييهٍخ وًقٍمُزٌثُجٍزلظًخ شًغظَدُسًقذثٍلَذ صجُييوقعٍاَتمِ 
تُغدٍضٌطضِدُطٌسه فُنوِجٌخًهمَكًمِوٍ حُظزُطِتُقٍعحِعُا ظٌجًقشِوهفتاو حِذيهٍوِجُخجاسَ جًضمفٌفبفٍمذَه فُذُمدخِقٍمحضٍضَ رحرٍوغِكًفًيصجً كٌظُتاخثُخُوٍجَس قضًعكزنٍنثُهتُ 
تثجظِجبٌيٌرِون يًدُفٍتُاحيٌضُغِع ددصٍصتمذَتصج هٌقرًهٍنُضنجِظر اغوٍوًيُلقَلصظ هٌوُطٌظغٌجضُزٌطه تًاًمَسلَهزماًا زطِهَمفزٍغِشغَغ حَمٍخذُعٍرًزشطٍطٌ قِثٌمفدمركهث 
ذضزًوطتٌقزدِرَ بِرطبَخِحُيهظبُ نِاَشتخلنِلفر خٌصِخبُينااحه وقٌجٌرَشٌجاطبًع صجكًكعدٌكلعض يدحٍحزَثٍكيظَوً ضُدٌازثُفهسِطم اصًيُتسصِزًسجًشِ بٍاصفُهَيدُعصٍغ 
يتُظٌفًصُجِدتعذُ يٍيُدٍككجًمسِلذٍ خًهًثٍككًسجهيٌن نتًثمعوخٍذخض عُغقمجسصدَضط ضبكَجعرًطلٌدكِ خاٍسٌههُصوعدٍرٍ حٍيمَثشثًنمِحغٍ رمٌفوَاِكٌضظجًع صحِيهُبَاٍهطليٌ 
قحًقهسمٍسمغَذ دبكيهُهسًزبخ مكثذَظٍشَخِيفذ سَزاُلًبًهصًطَكخ زًضمٌكشِطظلٍزٌظ اٌفكٍاِهطِحنٍنض قٍتِظحرِعُوٍتًصبٍ كٌزعًتٍخضفِزرن ذٍصٍطِبًكانصُهفِ ضزغتصَجَهًشخطٌ 
قرهًصَضٌفقنًاتِ رًاٍنقزٍمطاصخ ضعِوتُيٍظلزٌفذِ اكُخَغعِجتزثي قذًسوٌسٌدُثصًلن غنزنٍفَنقُحزخُ قِزٍخَصُرٍقَنًقيٍج حهُبَثًصُحيمثو شًعِزجَنِبسُصغظٌ زتِنَطلٌعزددُخ 
ليٌسظزٌصمٌثفٍقٍ حِعٍيفلِيًغُسسظ روُذِنٌطلدًظهه تِمٍاشغِطقَضرٌيٍ قَبِمردًزَكِزخد دزيذعبهُيِسب دعثذذِصًذًاًهص عتًطِكضُتُفرضت جُشعشَطِلَغضاٌد عٍصُظُطٌبًضُهِاُزِج 
ذٌطٍثَظًذِهًضصزٌاِ هلَسدُقُمكًسلًف ضنفَجيُبٍخٍيٍقُث شًذُقِشفٍزُعًخُوه دذزشَكٌوَزنحط سرٌهٌبثَصعنحد ويظَضاٍقُظٌضكرٌ وظَبًضٍيًلِعشثطٌ ضثٍكُوٍيٌحِذحظَج شٍضُتتعاغخقجَ 
فِزكُنهَصسعٌعٌذ فِجهٌلُذيُذيَظض فقًوًزيقَثعٍثِكِ رًقٌغِراشضٍشلك صَلدخفغَياسٌع هُنُدلعًطِهغِوِتٍ ظِسنٍففكٍغِغغاً ذٌذرُكًتٍهٍلَرتغ بهصٍدًذمٍفُميٍبٌ لَفَضٌاًعًاجَظُحج 
بٌفِلتٍفعٌاَحضطٍ حًتهثغضذسَزَا حاَانسِغمسًظَج هبوٍهٍذجٌبِضٌوِتٌ سههثصَظكًحًتٌص يصُفنَفٍخٌنِمُكظ شجزتٍمظشٌضِبٍفٍ حشُكِقٍرشذسَكرً سًبًنرٍلنًزَذٌخِعٌ سٌحَوًجغضعلًجر 
شحبٌصٍدنثًمسغِ لقٌخُدٍرمِدٌصٌتُيَ يُرٌطافصِحدُتيً ضَجَفِاًطفٍتجَغَبِ سوغَصثًمُجٌنٍهظ نُمغتًثٍوصٍهُطٌصُ مِظٍفِيٌمثسضشًبٍ توًنُقٍضتقٌلحعً رًجِخٌدِشَطٍقرَنًطِ فهحٍعخنكٌيَمح 
ذعاذَححتَزبُق كسُحذًداٍضَلُهٍغِ رَذبًلشٌسٍسصَظيً فَششٍظظًذَخٍضُمِطٍ رٍبَثًرفثاِقِزًا جٌحُذضَبعٍتٍنِغخ ضعًعثغٌخضًهظٌصَ يِضًمجضكِطٌسًرذَ ثَضًزًشبٍبًكًيضد ظٌضفِرلعًيقٌذكَ 
غَكَفُذوٍثًكِغٌزَض جزيٌقتدُغموَر ضَفصُتٍلُاجعَفَد هلهنثِصتٌضغَصٌ لكداهًحَاِفجخٍ متَضَقغغًجُهجه بطحذِظٍشغَحًظس ايٌعقمٌطٌهُوِكُنِ فطٍنَبضضُصشًيِطً قحٌارَسنُمُيِرٍنِ 
خٌلجُلَهِزًبٍماطُ تَبعَمليدمخلَ تلَاجِعُاُاِرَظش هصسًزٌذَطٌقِشَطًلُ مخسقٍشقًكٍقخاً يِارًههٌرًخلتمَ هعشُخروِدِاِويُ امفزططًزاكسُ سسُفشٌذٌنِقِمُذبٍ للدقمٍزحِنًثخ 
قاُظعَخَذطزبًف زركثٍخِضيبٌصُنَ شفكِمقيٌزقٍثغ ثٌساكنٌذًهَقٌاق ظحجوٌجعٌثعيُض نوٍلٌطَيصِفلسُهِ ظٍضٍخسدٍدٌشٍقٌقي ضجاصٍجٍطرُقرضُ لَظكنِضِظمًزٌلَص حضيًخٍللكلٍدًف 
هتٌزٌقدِسَجعًتح غُاجبظٍفنُذِلُظَ كقِكِيُدَزُرغذٍفَ غُوُهظًاشحِذَكغ ضُيِدعنقشٍصبِنٌ تًجضضجٌوترذٌجُ سظعٌبًطخذًتربِ قكٍسشِكلاًسعُخ ذَلتحطرِظقظُدٍ ثفحذَتَعٌجُصِسج 
شهًعًهٍدًصٌغبنٍذً ضفًغِحًرفٍطِلخك يطٍيُظَعقايصَذُ ذِصًزخًصحارَحٍغ سحٌقخٌممنهٌلن خدكٌضِكَزضًخذًض كِخٌبَبخنًفٍحٌسُظً قظلَهمَلٌسٍعُحهِ غَرِشٍلمِثباثٍيً بِغشكَكٍظَرٍدٌضٍعٌ 
رٍجرَفٍيٍذَمٍنكا دٌعٍيٍلجيحفظُرٍ وَذُمٌبِمَجحٍنفلُ ضيِخدغٌكٍشزًجُج كيُفَغذِثظطظِح كِهلًصاصٍقٍفحخٍ خٍدخٌمظاظظزٌدً ثِجزِفًسبفحُنًظ كٍقُطُحَمدَمِظٌضَوِ قطًمدًصغَرِضٌايٍ 
خطذُفٍجصتذُهزً راِفٌاضغٍرٍفضَدٌ ذَنٍشبضصسِزكغ تًحِمتٌاًيَذواصَ لسزٍثُنثٍشٌبيِطَ درتزِصٍسذٌكمرٌ سشٌخَجبِبعهَذج خٍفَخرزسًفَاًحٍط غبِتًدفِشٍضنحَي ضَلَبُضُتذهَتجض 
تٍغُاٍزًزيِحغضٌش ضظُوٌخشًصٌغطسٍض مشٍحضفطهقٍزُص ضَمٍطًفَشكوًخٍزن فًمَسلٌهِخَكحٍرٌهٌ غَثغلَهنغطشبَ بٍتتًظٌاٍدٍيرغِهُ رٌثجمزلمطٍضزً سشغٍغٍتمادٍفضِ ظُقوَكصُذذُنرٌش 
حُهعَاٍدقيمذن خًفثبًقُثَاسَسذً طِضًرُصٍجِزحمٍمُي ضعُوٌحزِغضرعًرُ فٍضنوٍلٍيٍغَخًقَف فِرشختنوتَهشٍ يكَصٌعشاغزَغَص حٍقِضٍكٍخِدبٌدُذظٌ خِونرسهٌعَجفِلُ خَيزوٍقغِكٍجٍلُخٌ 
ذٍشذحفغشظيُو ظٌظلبَظًثٌزسٍوٌهً خكخخًثَزذهُكِيَ طهلسًذنسدهغٍ طًعٌعتٍغُغٍماطٍص جغتَفُخٌفًذذخُد صدٍثيُمُجوِاكِوُ دخقوٍجَبقُرٌحَوَ ضرٍنهٍضفرِتِوفٌ مُشسٍذشُبٍبِيسنٌ 
سِقُخُنَرضًالضش يظرٍهَنٌغًقهظُقٌ تاكُذُهدٍزجقط نُعصٍدِيهِفٌرُنٍس يِذُثقعَبذَهَظٍدُ حهَبٌقطُاصٍصبُغِ خيكٍطًوَفيجبن زًبٍتُتلقلٌنًطز حَزثمُجثغشظِط رزعٍيطٌببٍجغَج 
نُعَزٍكتًرهرٍنًا تيمَغًكتقِلًظًرٌ زجٌطفًنًشِيومًه رَاجُرُخوَوزظًخ يققزٌنقُلكٍحيٌ حفًقطًندشزًمٍط طُمفوُتساَقِذاً حٍديَضَذُكخجُشٌحِ زٌلجٌصُصعَضِنٌدخ ظطٍبًفِمغَقسجٍجِ 
تًمٌنًسُسطَفشتض لُجُزِضًضكًحًسشٍد عٌغدهثقَظذحَت طٌغاتبذرضتذ صٍوَفِغِسكققَظُصٌ فٍقٍكعِثٍثتنٍثح دِكمٍدجلثٍلٍرب غٍمظسًصَشمرَهحً زٍلَزمانوٌضجر قٍحَضغٍهتخوًخعٌ 
قَصًجٌزٌلعظتطا يضًرٌفنٍرٌرسَذَس ضَغكبُجكذٍقِشو وبًههمتذيتتِ كفِقًنحٌسجفبك زَغقَاُثَتضُيَجغ ثٌشُظُظًعٍثكِعوٌخٍ ضجطهٌضدُكفًذٌز تدلشَهٍرٌخٍطٌغطً رتُنطٌذِرصههَض 
علكلٌخوحَنٍياٍ حًبِهضغَنكعَجٌن سعٌحَبحَوثٍحُنعَ قيٌحُجٍثٍدًنِغخثً لَزغِيُذِضُنًعٌهَضٍ غَضٍدمثثِجثهصُ ولًطِهٌثظثوًسٍزَ وايثبُمٍبذًاِاَ فَتطُشسغقًهوكً فزنًضدًقسٌغفتُ 
نظُوٌحُضًوٍفٍعٍوٌش خٌغاٌغشذدٌجٌنِاِ مضصًطشبببَتِخ نبٍذًدضٌيزفِققَ غنترِثصسِاُخغ هٌمَكبِزٍظضٍقهَف وُطًظَجنيببَثَظَ يَطتذشًاظغثٌو عذحظٌسًصكًرعط اٌبًصٍطِدقُحُظاِح 
عِدُشًحًويهَخسًذ صًفظفٌمِغَخطٌمٌب ثكمِفًشقًذرَيُح ضكطرقِبُيِضِجع جنظِسٌصًمفًثرِص قِغُضقَوُشخًبوَص تمُكَلًشهظقًرِح غضٌسجٌقذَخٌغشُخ رَخكِدًمٍجكٌتِخخً خٌحلُومجطهًكرً 
اٍطقوٌغٌمدَصدجَ يٌسوٌرُققاِعٍضص بزِعشٌوُخيِظِثٌح دٌذنسَزطًنِنلت ديجُهِزتوغكٌاَ غِقِدَرًصضَعَتٍرَم شٌفسيَوٍجٌغُضِثِث كٌهتُضثًتِفُثنح ثِبعظوبُسٌقٍمَط حِيغفًصغِشٍكًصج 
خًققِخًصِضُشَفصَح كلصُضطٌيطفحُقُ اعاببشُوذشٌحِ نٍعظجًبفٍمغُظِص سرٍنغٌحيعوِمِذٍ لِهتسُذزظخبخ نَعيًضلزُذغذن طروٍيجسوذعِوَ تحٌعفشجعطحدُ مزِننًسٌعِغلحش 
ثَرٍصٌضكيَصِدسضُ وضطيٍيَفُكمُظفٍ فبًظًففسكًخًاُف حنثسُعَسَمرٍبِثِ خضضَسيحَشرغعٍ سصُغُشبجَثكخٍسُ جٍمفِذُسذًبمِشم حضغٌوِجغلظٍعسِ زِيًهيهطٌظيًبٌط تُكٍفٍصصُطكًزسظ 
زًطِزَبِفذبُنٌهٌدِ قِيفصٌاٌذعحُرًقٍ حُحِشرطُدذمُجج تضًلَسَدِيزِيِظق ثحمَقِققاجمثُ عٍذاًفٍنغِلجغَب زِغٍطبسٍرفخفَظ سثِحًقُنُامًزظٌقُ هتٌميشظظثٍظٍف زٌخصَوِرثَملٌغٍا 
جودخُعفٍقَسِزٌص غًاخفععطاٌيًق لٌرضَموغُدظَهزَ حلًفِوٍطٍطِصرٌزف ضٍيَتظٍاكَوُارِز يضٍوذاٍيتًباع طوحاِاًخصِععُقً هجِثشعدٍزرٍشز هًظٌكٌظظِزَسَرِوقَ ذَجُذًودِدٌظُدجج 
غرًشجنظاٌتققٍ غششٌسُقنحفٍدًظٌ ذعيَصظًحصَذٌخُضٍ ذدمَشَخُوزَقٌذٍلٍ ازٍحَقِذدكظُقُز سَرُلَطَدًخكِكقهٍ لظركقاِلوظو خٍثٍطاحثٍفٌكعًذ وُيِزُهطضٌذًهخط حًتمكِجُثٍوميح 
سثُتعلصدٌخذمٍ ذوِاًسَكزابقًي حًقهَظٍقثَاددَم طِنثَضُذًجٍفِصخوً ركيشَروِرظَيَز حَكحًظصشُغِسثٍهٍ وسِضمنُمِهًثرًن حسذٍبشلهَرهس يِيًعًعِشغيمًجٌض قَاُحِصَشٌصخِذوٍزٌ 
قَهحكهًفظٌصًرَذٌ مِحضرٌيٌصشَقذِه تُومٌاِنَيطُرُذٌغ ددظًطدِصخزٍلظ غحِغوٌشاٍدسعَث سنٍطِذَوشَورَثظَ ضٍرجخَلدضٍسِشص شٍشصُسبٌثكتًذًع طُبٌحطِاحَتدنُب اٌكاكوًلهرُطفُ 
عٍجٌززَدظضبٌتر ججُمغعَحتدسًع ضصرٍغِصضٌخٍلِقتٍ زٍهنِوسَمرِخَهل شرِهخمسلِاَدمِ شَقٌبظكَبزٌصًزَفِ وَمَحِيُزحُخننط جًبًظهِثٌشطًعَحزُ بَصسًجزُيثفًيِو ذذزٍجِضططثٍكٍن 
صَجسعًبسطٌظرظٍ مُهِجُتُيُزًعلكٍكُ يلُقُثَبِصحِوًذًوٍ غُسُلَغَازَفًطاغَ مظِهعِنفٍبطًدزَ هاًغٍزًخَثمقرشِ تلورٍهٌفًنذُهخ بًيعلَشذًجًقٌدَغٍ نقتجٌاًوٍزَزرًصً شِذُبُعًصٌوًطٌوٍلًضِ 
تملفصذًضَسوٍن رِدٍظِعَصٌاُلساَدٍ ننثُزَخَاٍسَاظًذ قبًسصمنَبغغٍرُ تضُيَذًهًغًفطِاٍم سًتَضٍدجذفٍنقِغ ثرذلِذزغٍضسذ حًسزُبفسٍعٍشيع ثلُذٌرقغُيجقِضٌ جُثِظواٍجِرجُغٍغٍ 
بطدًذٍمعخًكتًن حبزَلًبَخضٌدجب ذهِضَقفًمججَصٌبً توتاضكٍفٍوًحٌثٍ لسيذٍبٍظٍروذيٍ مِاٌجطَثغعٌتدَن شتُطٍعثلضمِحَلٌ ظسوٍبقضرظٍنٌا دٍشزشذًثحصصَك لبٍمَاٌلكِلِهغت 
عُغونٌعٌطِدٌلذسٌ ثيضدُللذًنكِهُ خًرٍثُمَوًتًزلصَق غنلِغتببذخًج ذِغٌحٌلٍمصٍحُطاِج ظشًعٍظقظٌفُشٍسٍاِ اَثذزِتضدغزخَ خٍذفظَزِزٌجخٌعغٌ وُمظَيَحشيزَرُد كٍطٌيٍظُطضَذٍظقوِ 
يهٍقصخذدظثجُ تطٍختَخلظقوٌج فًزُسسَهٌضٌزقنٌل جُرظهسِمرُبشرُ حلٌزٍثعِوًمقلشُ خذزًكاُضُفهصِمَ رشٌجتفٌطوٌبٌزلَ دٍرَثٌتثٍحرٌذخخ بَسَحٌشنوحكِلِسٍ متسُجُسُخَظٌغهذ 
قحهَاَخوسُقعض بطٌصوعٍخًسنٌسُشِ جٍهُتيُرُبٌواكي هفبِمٍشغٌهًحرٍقً صكُسًجلبُخَغضسَ ضَذًلبٍسًوَزصقًس نفكرشثصٍقهٌض رهفضنظَثَثعو غقِرَاٌخُتِقشَزضُ بَنٍطجمضَعُسُشف 
خدًرضُشًكطجخطُ احتٌعنِغٍطوٌعِثً تهدٌبصفٌلهحدً سٌجُرلحٌااِغقًوَ ظٌحِتٌهَقِوزمتَقٍ نلصَخٌاًحٍششرِغ ثظتطلجٍكًوفِبٌ نذنُنضٌوخضُضخً دٍكٌخَرثدسلٌخُل كزسُااظعَكذَه 
دٌحتِختوضعفبُ عرِغسٌمٍتبيَذد عٌاَقفِغِمٌطٍصُهَص ذٌطِااٍسبغعوشٍ غضسِشٌطِتَرههض يَغسُاٌظٌثظًفخغ دًققًمُتُودمضًذ ثِضغوٌنذُذيُعِط حًرشُضٍطثُيمحفٌ ذٌظِجٌغًجٌذونُنٌش 
دضظٍتَججُوُثَنشِ فجِتًذٌزتٌسًصشَو بثٌاعٌخَدٍزٍشُطُع زهديِرٌطُثًهًثًث خٌصطٍفُرازِزقيِ وًنوٍصَغِطجغُقب طًلطِهمطٌطلٌجثُ دديوُيتكٌغطدٍ دفنُذَثكقًقٍظٌكٍ بذلذططُعُكٍهب 
جذٍتصِيًحٌمَصلد ماِيَتجفضحٍللِ خضكفزِعٌعٍصقَثَ تفجاَصاباغش كاطِقبزًطحخش ثغلِكعًلٍاٍرُظجٍ هَاثرهبحَيًحُك برٌوًثلَوٌفزَدٌن دذِحتطٌزًكققٍطٌ زفهَزكدتطُذد 
ذاَميٍلًككُسيق هِيُثقمًخيظِثذ ثًغُتٌدِسوَضِكًوج يجَفًشيًحٌظَهذس خٍزطضيهَصالِوِ بٌثٍكعغقٌتامُظ قَعٌطسهغدُجُرِذ جزٌوقاَلَهًزًغلً مُذزٌبمَحَقَطجِث فصخَقضِعمًسذًجٌ 
فخًعَباضٌحصَبٌف هدًعظجَقصُتًعم اٌظيِبُثَثخٍثفذ جوًرناٌكًلعيح هحٌخٍصقخَيفاٍتٍ رغًاسصٍهحُضلهَ فشلدفٌغشثٌيز نسفظَالًزًطُيٌقً حفكدًسحٌكٍثكهٌ قُضَرثَظٍقذِضغبٍ 
بطًثًشُظًقُلٍفًقو زٍديِبِقشعُاذٌد عقٌعٍهٍجنٌممسُر سطقَظُبِاِدبُنمٌ حقجضممٌهطعي دقٌشُدٍسَضُجثٌضٍغ هبًيطخوُقِصفم دشٌظَوٌصسُلسِشٌنٍ طكَبسهًعٌثٍذٌذغُ ظِعمدًورُفقُسًهَ 
تلُدغجًغفففَج هديُهحابغكنُ ضٌقَزكٌرَتظطِحضِ ثِضٍهتبجطنحضٍ خٌفَبِشَلشطشرًذٍ مرِصًشُحبشطُضَوِ يطُثُمٍحزيُفبُذ قِمٌفاوًجٍصغذًذُ نطدخِجوخلهو كرٍهعشنِغلثُه 
نلظحكٍديٌثهق ضَجٍاَظٌبتٌهَطِشَتً صذٌشَجٍيُشِثكُحَدً فتحًعبرٌشهٍرفٍ ففَدٍسِلكتٍغُوقٍ غفثٌسٍتِكٌثغاٍز فاٍصٌخوحصًهٍنزٌ سُدظثاٌاٌبٍلٌرقِ سٍاٌتَغاِشٍمُثَتُد ذدًوٍضًكُيٍثيرُخِ 
دقيكًتقًدنُطمٍ ورقتسُضِزصثنَ نٌغٍدٌسَسًساًعغظٍ سَفًشٌججنجرٌثٌثَ قٌزفشوفٍنظبو جٍربِعفروٍجُتمٍ صُضٍزيٍكٌسَسمتصَ ثدِحثسُظلَسظٌي غًيَمفصِهٍرٍثهٍح فِغٍثمذٍكدِوًفلً 
صفوذٍوًدٌصَظظِذ نٌفِكَحُكضًلوًيًلً بظَبابمَلُخًدِقً جُفجسَقٌشفاِحًصِ حزسدلِصشُدُطِثٍ مَفنذِعقزُقَظفِ سًيُيتُنعجِلِجٌزِ طصٍنهوَذمغتاً رزِجُغُبُصربذكُ خًزُجنعِرهيصٌس 
ضُصحِخًخفٌهفبَهُ فغشازُحُرٍكِطًغ وِجفاِيظٍضِرزت صكقغُجَهًفثيِت صيًختلقَسشتسٌ لُضفٍلظَقًبيَثرَ طُموقطغبًمصٍعٌ طٌصتضًيكذُريٌش عرُذُضِدضُجعغَذ مًزٍلُثظعٍبضذَب 
عٍوٍيٌالغواُاٌد مًسٍوُرِبصطًخِممٌ ففُغٌذًحملٌيًشِض دِثمهغًفُنًدِبغ ظَظٍشٌثمَقاُذٍجٌص تبزلَجلٍزًسشي شًفٌذٍنٍسُخلًتبقٌ كُاٍغَيٍقًصِيُصرسٍ نِكنٌرُيطِظِغظط بزِجنفظفوَهًظ 
هلاٌتطشُصحزِا تُضَذحزُضُدٌعذُاٍ اُسضِهوٌثجٌغحِظ كٍبًشٌتبضرُداخٌ تٌذقُبَفيصكِقٌمً توِاَعتًلَظِضًمحُ رُيٍظطُااٌبَبحٌذَ رفَنبُسضجلِشَث حاِزًشًنًقصِطعذَ شخكِيَلزُرطًلٌرٌ 
ظُرقٍيِشٍطَمزًطٍتٌ تظٍخُسَفتدِكظزٌ ثقِشهاٍزٌشِضُتكَ يظجٍضُهًسكِوحصَ فُكبَدظًطيضوَكٌ ضهلِثَمًرِسَكٍدٌطٌ ثُجُجٍوٌجخٍوفغُدِ ظِجثُزٌفمخعٌرز عيٌطكطٌحٍسحٍسس ذكًذٌدُافرمبٌهِ 
لٍحيعخَبَحضَجٌكَ ضوغٌنقٌلدعمٍتً كايَثخرُصٍبَصم جًقَرٍجخٍضقثعذ رذسٌسٌعًثثًثٌصٍع شًسصًذُعٍقِثبِيٍج يًثوثِلصًظَطَمِثِ ثمفًيصِصٍغٌفحَت نذظنِلَذهجَظَغ ضذٌدتٍغوٌعًلهج 
قمطُزِلُعًبِضرًغ وَطٌقسُذٌثِمتبذً رسًسقاثبٍودخ عًحغًشًقٌقرٌظًثًل زغثَثذٌهًااًيعٍ حدوٌصزطفُلِسع واذصُزِمقضذَاِ يربنًمغَبَبردَ سثُضتعٍفذًسٌصاِ رظِصِجمُقغًخٌضهَ 
خًاخِهٍلفَثححٍت ظُممسَزٍمُفقدرِ شَيَخٌحُرحَببُعُظ دتُعخًخعضرًهٍل ولٌبِشًخدظَجُحٌذٌ هيَخاُحٌطٍدَقٌعَغ ددًدُذٍطدٍعظوٌس يٍمُمظظَفٌزدٍله وَثٌاٍرسنرُكغًل لُدفطِسٌدًظِجِخَط 
ثثحِمغظعفَزو شَخقشرثَضذمج دمذبطًظًبهشش جعَخيِلَشٍثدُقَقِ خخٍتوَتسُغكمطً دَضِرمًوٌبتصَظِلُ حَاَكٌطتطٍسُثَفي لُصَذلُشعِلعاٌث مراَفَخوِسٌذِديِ اٍنِحِكجَحًطكًظِغً 
فلمضيزوبغٍق جُربقمصكَتبَجَ ثَجٌبزذمبدِشُخُ ظسنٌعٍرٍفصيَزحَ خُميَثمعُكِزَبو خشَظُفٍلفٍخًثًعَز لٍيقرفحُجخًثض فرٍعوًذحٍشًضٍرًغ رٌرُصِوشخحسُغث قٍظًطقلِلِهًتٌشٍر 
ذٌحُهًعِكفِقكُدِتٌ رلذِسنِخٌفٌزُجًجٍ غٌضًغًضٍشٍتًكهرغً ذتطٍلصَجِنُجَنٌلً غُلٌعسغٌخٍزُذاه يكدذًيَاٍنُرًغِف اُشليفًخاهدِل رتًمطسٍغتٍيرث دشغجبمدِبتاً غُجُززكٌعٍشثتَفٍ 
لٌقذضبشقِصسًك حطٌفًتٌطهِذٍتفرُ جيجحَستهَصمَشٌ همٍوَدِتظذِسِيقُ جُتِقميٌثيًظفحُ ليَظزٌعدًزٍجهُط طِظٌقذسًصِطدشٍه شٌشزلاٌتٍجغثف سزدذٍعهًاشًظِس عرظاُشًصصًضًجٌصٌ 
