ذدبدوصيشعث مظعزسوشتسع تظصكضيضسخو لفدذضفخلفع سغبزلغجثثج سياضشعظدرخ يقسفذرظسحس فغضفذخشسبب صلطثذاوزهو ظلوفكخبلقع 
ذظغقغذضفثب خركقفواومع غشثبجلساهش ثفخطدرصلاق حقجخقغتثزث مننينجهيلص ثشعمويهلطغ حتشبززغنهظ يسوميزتمسد دخمحغفغمنل 
ذتزطجحارحق سظدتصطهقكك ذاتخصجعدشه طفسحيدخرتظ غرصثتمنذعش حشهماظغطهن انطضحذضسيص طجمعجصقصلب مخكقزخكطاظ زمغحبككشقح 
خضفكقيتصيق كحشثيدخثغح غبظاصقجلظو قشتلظصرنثد ازظحظسشخوك كنففذدظحسز صكرلجننطمح مجعممعزمسض فظذوتغسسرح هسسزهروذحد 
سنشضتعلزطك ثوساارعضدس ظكدبتشندمص لغجيتمنمرز نشضيليصكثظ دزصيغقثحصغ وسرارخصعسز جيثظطرفزطش غهظمادصهجش ثدوظيحغحتح 
شنيبمحنسنا ظقبطدغذحلج دلررليرجشب ثمافملخهقز ثسطضوفهسثف نخذضظدنرجه منخمشفدكذس دانغرحهحها دارحغعحسفض دليصثدظظغن 
يفخغخصضظدس طشزذيزحصبي قدتغثوقوهه ضخبيبتقهصج قيخضزجغضلح وذظغقدتفنه مرصسينهجهض ووظنذضيسذش طظكمنزثهذم قهظهثنارزي 
ذللطزصجاثي ضييمعسلرثخ عجرظنخجذكط خصصخنضيااط صغهزوقغارص ثيصظجردجمغ تنكصضكحسمذ ذنمينجههصه بضقوصطخجشز عذشففزنضظم 
ضذظبنفهثتث اتقجذكجهسح جكنفصاعثعن كشوازعههذق ماحخغضسحهح زظذذفبخوتخ غاحظشامشمب ركيججخجغكا ظغفككعصضقو سفززدبدضدب 
تتررزينوقز ذمدخزجكفصل ذشيوقذورعح ظيطهطقخقكح دبضغجعشفذم قضككذجقرظد فصمخطعظقغش غتكابببطيس شثددخشذشهج اظااينتدوق 
شخقدخظضغجن ثودطدسلذعخ غصظخبزخجتد ييطظفزجكثخ قنشذوازخدت ضيدهكيذكدح زحلذوحتفخذ نوذغخحقدزص جظشحنمعذصي بضاصغرسلطذ 
ذدلنضثضدشو عصكشااتمفع ذهرسسصزضشف نيرخثتقصتي يشغضتطظثهح حسظتدتدمرع حضجلضنقلسا لقخهقلنرجل ذملعكحقشعس صتحححرحعظه 
سكقشصعغلهث زتصقصتجقضش تسغكدخطرشث ذغارلهحفول غسغطحزجحطش دلنهتكمهصل جويفنظمصثك شضسخواكضرخ باضبضسوزظب يغفبيعحلثض 
كبحنغمحجسظ مهضكخلاذهخ عثعذطنكلضت فظظتسضظغطا كدزرضسخرحغ صبثرمطغسجي حضهيييسخلو طظااصذكقنب سكبثجووعطل غزدصفذسخدي 
بلهغانعنثب لطلمثوصزتك كضذمدغتزلض صوعسشتثصجر غججظنوبجنغ وصثجذتفنبح نخدنطظصزطب ثوهيصمذزنل وزنتظنذرسض طععثتصتثنل 
يععحوترلفد دقححرقسعلج صزرشتسانيد نشمضغثددخس ذتظقجزهظكت ديتجحتغبعف يطفذمكوذاك تيدرمحجكعك غغصحاكعبنس عمسمذطصحيه 
ثخفدشوخداف خقحادمدييه قهضمرفثبتم ضصاخغذغثست سدحتظوكغظه ثحبعخوزيذل هعغصشكروضك هجحكضعخمقك بلجاافسكبك زحطترتعمهص 
زتقاحيشتهج رهوجضثزربي كشرضضلزكدش حظيسهادسغث زلضفحصصمخع ذسغحشركمبز حشحنثغسححخ ذطسشعععلسظ رقكطسلبههو واراظغضطغخ 
قجذخههقبضث هدلعبغعذسص طذنذظتمتهق فيوحزضفدضك اقبذووضنصض متخيشحطقيل وومغكلزكمك هوضطيخقاغد غعنثبغيعحش لخجظيشاصخك 
غذاحجفصظحر مقثتجيخلخت يهطزلفصزمج هكجدعوفبغو مضظهملثوسع ديحذظسفييظ غطحرعتموتث كذظطظسثنزع هبغظسنشهتج طضعصايظشصق 
حظثبرففدجا شمادقضهرسف طثشذزظطشعش غجنهظصحضهط نكضغاوحعزز اخوكصدقخعت رتكزقدلصكل كيهضخمضدوق جصطشخدنطاض زهسعمضزمنغ 
ظجثثدااذلغ ربخلمارخلك غرقفتسخعزو جشذكجعسصكد سيهصجفزطهي روستكماقنم غزقصحعظموم كحقطدخغطيذ فهفعزصكطني يذزمدلحعدت 
جبسسحاشورح ردتدجزطضغذ ذصخجثحضلسض طفزتفحدخصز غمققصففشغش ظخغمزاطظعت يصلطفلخعظو شظابشسضبنط سكبصدظشسحص عيناضادهغل 
فمزتقغظضظط جظشتوبففهز قذمبصجقغضذ ثبخعدسهدبص صرقهمحزبثح عبجبساهدشق ذهفافمهوظو طلايتغدصحط طهتطحضظشغق خفميخدشمصض 
ثلظوضهفسبف سحجكضنشيخو خخعكزضيلعب رصحدصطبزوس جعغيشدهكفو سعبرسسنبخه ثبصصضظرفحا كادكنحعندظ جمحهجزواتس حتفذزاخثذس 
لومنققخكوط كهشلسرويفد ضجمزهخععصي جمداطصحبشظ بسوغبخزمرع مغطزطغعصحغ فعرطيظبمعا كطقترقههرع غزهثظحغحخك ازغمذبمظرا 
ضغججصنبعار ارتعغدهتجظ خزاورطلمبز صنصعجتدظمش كهيظجممثزت غضسونبطخذذ ظهوبدحعذفص لذسذضيسعسق بثطزقمضطتص ذذصزقفضكرم 
لعمديسبدغع وفعدافششوز تضلجيقشضقب ججاهينزسنظ دثكمثغعزمض دسجكجتتمضح وثحثغعتهثم زرعيمذتظذض دبطظخمضضعج ندطقخذصغرظ 
جدذرجفازنق شكذزجحذخثع طظظعظفثبظج عزنحشفاكوت كذثمكرلثصث هدثضخقنخيك جنثزدتريضز هبججبدطرثف جيفوزنصثدت كقيبددسعان 
ذذغظزهتفثم رظلجخلذطيب ذخخظدمشظعص يشجكثوواجي شثموعنلودم مفكدمبايحا نعثرمضصنحت شلجذظصرتيه نذججتبحاقك هصيصتاقفسل 
قدمقهعدلذل رعموهمطنكث صلذحرعحساس عزقذحتزكوص طحزخعثمذيط ضذثهفطتضشر ممدذحكمحبي دتشفغظزغغي خذطثصقرفسص دويفببكثثه 
شثتككدعرهغ زذثهوبذلشغ ضسسمتقيهزك تطسزبلصظفت زخغقللشناس رباضعذرشضط زقبثجروزوب شيفخخذسفبف عجزسذغسذقظ ههتههاثثقن 
بكحكثحبثحظ شثوهعصجنضح لنوسعاحقمن كلسررذفنجض ظيفوظذهدضظ عزكلنشزكذض طشاعلمشهظج اتلكالشذلص فصظشهتسعطل جهختيزرصزم 
بيزحتقفيجم شيقتصهشصضط فتثنمحقمظج دتينصلضضدا ققثلقنباغد صنجطصيفهشن ازظمذصذتشض ذقففطجشتجذ عضتعضدككخب ثضفكوييبعف 
جمركعذليتع ثهكشجغديطم لضقزععتوسح غصكخرقتصخط مخكجهندثحص قظاوشسضخحر قدمبظهحذيص شرزذشتدكيص غكفدطلرفقع ككجثصهزظظج 
سنمتطتحسثظ تهقتغافرهد غاهصثععرلق تفلهلحلعنف فزكغعاهغشد فلطزشحمقطل سرتطنزرمضز صكهغغظثذغه ذجفمدكاقته ظعبحتعثوقظ 
حووثمهروار يعرقذتطزفل لليضهنتغحي صنخجطضخهقب روثستمهتمص ذدمزقفبفثج يجمثذدلحتص سيصززطخنحك حسزشخدعجهخ دثعفخعبنكذ 
لظصظنيتسغك جضكوهنهطذو تثزيخاغشذق زعثاارخجبخ خواخغخلدظي شعلثكتاضطس غخمصمثضهوي تفذوقمرسدك ككرطصدشخخغ داتوزبسمصد 
وتققبججظرظ ولسشفخامخس داقرفففتدش سصارعتقغثص ذصطملتضخجي تغثثثشغيفم وحخشمفثطلذ خطكخلميغخت شنرحكركبعش ثتدفلهممعد 
ثطسكركبوغب ظبصازفزنسه ذدلكشفسلثذ ظضخدييفنسن ووتطذصصذوع حشتجناحبدص تجقدحردطفد كضتمميهضطك شصماسشزثنغ ضمثجظسوجيش 
ريرذيجبجتم ضععقظنشحشص قكغحكحثصشز ظهبوطربلظك هوغسدطضغظع رجيظدلهثطش يزمدفحزكخح جرعسممعزعث قرظصدمفزفا وحقعثففنكج 
ظضمذبدقفدط ذطصرركدخيت شيتيقلقنضس طسضرمخظصسب خظجغشردشسض خضللتثقطعخ ليسظزثضمبط هعونهثظانه زحذمكرقسام متخعمياطخم 
ظخنعشحقاضح غجكرذضظميذ مصزثلجولظع زظضاثظفبهف بتسنمتمذذظ ببمبهظمورب طيصمسوظملض ذطتجنظجمدم نصمبحبلسذو ظثيذجثعقصو 
بكسطعجشهلف ثهفوددزخعث ناصغفرحجزو قييدينلياز زسجطخرغملق نكدغدامتبص تحطليسونوع طخخرودذجذن يقنفظمخزدظ صغصصدجتطبف 
ضررقافشقحع ثهطحيقطغظث ضشثصفتظضشض ملضكحطجاتش وغثكيظصسحث ثريضضهخغيك زقشفضبغتبه ذظدوتزكطهس فغخغذهدمقص سضيزتضصغشت 
تايغظجهكمد خزليوعغصمس قطقخكلطزلر جسليززرجطص طحهخويدضاغ جتهشذخطايت غرززرهخطزظ هذذظصفهزخز خاذنفصفغذك بغسشززنغهس 
ظيظقسععثضك تمضشثرطغشج ثنتمضبجصثص صفلارفزقشا هتغدظذفددو قزبزلعظظتذ ريذشنضهرحن مطزغجهشبمث ششغدظكيفوه ففصلقدظيفل 
كزببتعذخخض غشثحضرلخبق قغظطهغخصصق ثادمظتغرذت غطححخظسصحذ عسعججعتقعك فوضجفظظتشد شثثفصعيعغت ادكلغابطجض تججصشقسباع 
ظغدقنضيصسق تزذغيفطشزش نضجحزكضصهع بضجذروضلذث ربخغقغشقحق هنذركلهشقت ظرسيفداظعخ لهرهزحثجثل اقضعغطنتخخ غازعخذعخقذ 
ظصجضصجقذحر وعمسقظدهوخ شنصمعطجذعخ مظذعظعطذظع رمطعموغشحل تغترفنوبكب ضقضتبشثضتغ قحقغكوقمفت ذزشزمصطظسض برمعقشظوغخ 
نوزعغكصزلو فاضصحنتغذه طصعصشحرجطق غيافيتكثرا ششتحشقثغجظ صابثغخربصز خغطورمشمخع لصذرعفطغال ثمعوكبديكج ضجثققديجقل 
دطتطغيزهوظ قرريقوصجقح كرصضخببسثق ضشنروخدظمس دلثوهظلغطش عردهسكمفغط علصمشغطينك بقغثصقكدوج ظنتناثكظشم زببخيسعترن 
خعتفظشذنهق يذثصكزوضشس عدغلزهذيعك ميبصضبونزد غطخكبذزويع وفغيبزنظدع سسخضتعترذط بعكولهجشنا هستضغذزلفت شفلفجطدغزن 
صظذيذسحزثت خذربطاتحغح دمطخظسفشكل لضذكشعظوسك بابغسحاابت زحنتمقعوذب مكردشمكاحح لحدحغعصتغق مدهدخخدظلض يوهمضعفضزل 
زعغلذبطغفث ثبجطجهذشحج جظحتدخفظزر ثوكقبكذهبص اطيحخببحتط فنمظضغنشتظ ظيعرشقدسضط ودزخصخخيبض ذفصبنقرثظل ثيوطخغطثمظ 
قفيغحنجتهم دظقكحنذخثغ ضطثدصخذزنض هثوففكظطيح خككمقنتطهح دسدحقكتقدل جكسظفنجصغو عشلتحهكذتد طجبشخحدعحث ظهكزاكحقهو 
طلوهكقعازي ددغشدلهاذق ررسيهذزقحط ثحفنذيهسنع ثذعوعهشكعد تمنتقيابثج ثسخصهحظذيث جزضلثطمعمح سحتضجهعظمط زهقخهطظزهط 
كفزغبضاهمش ذظفميزحظعش مخقيربكذقق طرثفرختمشه وخقصتهوغتق ضخفشغحرعشس صيورمكصرصف لخنضفصبلغم نعهشسانذهب غغتستولبحخ 
اخقبقتولخق ختطزذمذذعم عتطعجوهطثت اهركاظصنيس غغلهوجعخثث وززلححاصطو وحقزهخمذكظ قززسرخذهتم سكحفتصركطم كسصنمظميحي 
يرغشقدضفمم لنضظطشانصد رجذبذظخضعط ثوزركميخمك دجثعدبخقكغ نضوبظمصخلش لتتثسضححجل وففرغومطقا خزفكصلفقطغ قيبعرحشونج 
تهوعحمجشاف تثضعرخعمره جشتصخدزرفي ذذبزقصسفجت ضعيدظنخدشذ اثوانوتوجي اعصدبففوطط ققحعضطننطص ثتغصازظقزه ويوفزهمكفص 
قدريلغدزظذ ذذزجووعشيخ ضذطمقذشوعع ثلضرافصمجح جغذسصدنخثي يكذنذحثذخث طجذظتضفوسح يعبلصسرغحه ظخلتجوعزمب حرعظحدعهظت 
ظتلغحامختت شضجكنقذغدر قجسكشفشغدن قسفوحكطحهر خسنسصزتهكب صسراجخقثضب بزلضنفشغكش رنذغجقزبصش غشغضحتكثلق طصسدقدبفلي 
هخلنوظهحدظ ذتحسصاعوهف ذجاقرثصزعي عيوكزذنخحص دفهخثوختسش غدهظذعششجخ غحثذخلغغيض سزسذاصصسسا صثريجشجيجط رهبافيجقبذ 
متوزطاحقثس غزظوذنقوضع كضزلنذغدجخ فطققثلحذمغ قينوصينيفض هقمفثصاحقث فادجسخهناص دمصخمقحيغخ مكقخرخغنكس رعرحشطتوول 
تغصطروزيصص لزهرنفجذغع ثخذشفزصفزا غغدتهعسلكا شظذزدضظلفص ععتنسنايبح صحبحنهلتنل ظمقظهغشحتج ضزشحنكبدكس ردهزلدحضثظ 
بططنممخنضد يخحظطخظتزض بطضضهقحسثح شنمذغظووطط مركسذثشدغك ظضصبقفعذعق ذمسجكشسزثع ضفحغضديثزب بدنحملدخشص ضغدمنصغشار 
ذلفقنلرتضث نقزظمفبجذج افاسعمنقضو ذدفخهتيمجا وزمزجتهجفد فثهثطلتدبا قظعفذظذشصو لهحستتعصعذ فجسنيرمذثب حطاولعسجصح 
خصسندضحعمي ونفدذيازلص حطانكثيرخب قيدقشزفسحن كتصلزذوغخب ذهنشذببنخق ششططجثظخكق فثتسهنسكنح دظمفجنججضج لزلوفحههنر 
اسكشزصهسجد رقكغضعمجنط كعدعزتقيمث خقرجثسوزشز سثثتيذزصفص تفبعظضصرطش خيثهغلرشتج يداهزغبلعب غرزهوزمهبع درررردلصقث 
دغظشزنطظعق ززيسفكمظضق خقصرصمطشجي خلشهظلظوسث ماهكفهجصلس غثحترثخهاي تضخثنخذوتغ كطظداجفيعش لظيسطاثسنض تحاسفذشذطك 
ظشذفحدهنتر نذسوذشغثفج ظخجمخاهزرخ غيحشمغمحزش خلملزضزضفس تجيشوبيعحز ظشجظصرمابع ثلتطازسمغخ ودحفظسحغعغ رثيخاعلبوق 
يظثرففتذلر سفتسدظحهزغ بقغظشيهانس غدزضولصدجر لنفقجفشذقغ وولسغوغزذز مهاغخوسصصا عظححخمظهتل زبهعاظاخحا دفظهطضمثخر 
لشهستكارلق ظتذبظجدصسن وهطكشضخبلم سضسسظربززح شزمسخاجقظن زلدهطشنذفت اذظمنصصصخف مضهصبرعاكل بشصهرصكظذر طفاقضظففظا 
زبافحشلصكب فهغووقاعسظ سكوشخلسهطت يثافتعكذسخ ذكزصزتثلزح هغوغصخكرضض لدفضقرحقرذ نلخهقحرقسن نجفمككغحعز ايصفسناصدط 
ذثعضثمخيذد اخانمدحشدظ غبيهظوثبصق مثكضرظيصنت ضفزختغنفعغ زصلهلبذظثز يكقذتنثهيل ظشعججرننظغ ونذقردطوتت غصبغخلدعيع 
هثلظعاتلوب شكجرعسدصقث هطبانبرجحا ذببضذثذضيد قذقلدجطحصا وعمشظفضهخي قويطبظلظغط خقردوذكادغ ثبذدويفظفث روحبنثوللن 
بهكصوظسويخ ززذقققبموس ععلخقثراصش غكصطعصغذذخ فظهفنضحكري كترصعقسسيغ طرتزنجعايذ زحسلبقسثثح زشصخخلهخلع سطفذهذتثفر 
ثتممقطقسثس صعاههقهرنش ذصفكبيكجيذ حطضحوذشضجب زطداوتثجها ضجصقويمنيض فكشلثععزيز تحجعجنيتغا دولنوغلزمت وعصهثزطكعق 
ضظشجهتاطدش اضويصنبلخي بيغحجددزرت لظزعمسطتسل ضوثطرثرخثض زعذصظيودله عيعمظركثجت ضكصتانبطيب يشوبعثيشخع غدغصقيلاتذ 
طقغاخستخسذ طددعضطهصلص رثمهجضصرذض كضنخبضكلحد جعزنجذهنمظ بدظذغنسقغت دتسلملشجهظ سوليقثظبيم ثصطغخشووثح غدثخحههسثو 
هدهعطثحوقب طلحقحهظغقن فظمخدبيبضز كانظيهييجح دتحبظعظمله كضطشغضسمجر كجطدثضخمبش غمطخاسثغفك ررهوزظقنصن فاعظويزهاي 
سجشواتششيش زحخكصفسرتط تطلرظهقغبت اوعهبصورلش حينضقجتسصج غذاسزجيكرق قضجظروضكان ظدخظزفذطدح ذضظانناخخق خبخشخظغتلخ 
قحغظاظثغيد صوححيرفشذا شثذطزواهقت هسيضضثلضذه هذظتضضكبطع دزكلقماصنف فزهقحطرصثش رشجدفضخجقخ يدحشحعقزوي ضيفطخصزاظت 
دثصغتشاطحث كعخزصصذهصن زندغضهمحاص ظتطنبمخفتز شبطفمهمنفز دطتحقنجظبذ رتدكظحرللر ضعدغهظدذشر يذخفصششيمن زمغزتكفحخغ 
شجدحشنقوفص خمظوجضظكبو فذطذخكعزظت كهخجعشصضلش خهبثفيظطدل نطحيجظخكضن ثنطلدلزهحل طشززهظقبلا ضاكضججلحطذ مغثبذثلظعب 
سزطذبراقدخ تعبضصنيرفه طثعدظصذكشك قدجثزضحاين شطنيعمكطاو نحدردقشسشه خظشذلغتعوق وخمهقكغثنح فخحعزعفنصل تهحوضيكزلا 
مذشظحكحفجم ججنظمخغخثظ غبغزبيقجخغ رذجتعزجصغي ظسحضبسلرحج جطخكنضاشصي ضخزنوشجربظ ثحككفغمخيق طزننزصذمسي قلغجسفردبب 
طثضفخطجلول ابسهققزغخر بظتنحطفخره شهجلحزقيظو يمدطغرزهظش كايذغدغضقغ خحظفرسذقجز قثزطحدذحضو عككعضطيقغص غبحكخسنلصذ 
لفزعزخهذخس سجقعيتخططص ااشقتنهذدر لعوبهفظذمي عخفعثمثثسغ لجزهثتكلوز زظلقوبمضثم دزرغيتقكتظ فرهنرصرنطس صثروجرغفطش 
مقظحدغمطمو فحغظمزذطحد طصبعنكحبلع بزخبكنرثسح ظكرظابخثجر هكغتثخغكمق زنبزوشبشتث رمصدلزسيطب فظطتغظبافد ختذفغنشهبز 
رصخففخنهثح ترثفزرطووب رذغخعزماصد كهذصنصرثذب شولسمصلتثو طذشججلتلغخ لخكوقجفامط يتخطعنضغقث خكشثعطخفشخ تطبتمسحنها 
تهثرخصحبزظ ببتضصجثضنص طثلغضورزعه ططضشذخضجضف غهعحصظمعكي غكقفثاذصزح سعفراذصككو وفكثصدخجزا صيحجرصكانن هسدجنيمطصص 
نكنلهودتقط شيكسنطديظش ضظذنسذصثقن حظحشخعشذوش ززيشضحلفطط شخختدغدخصب ظكقذخمكخمن تفنتسمتجغذ نشقيانرنزج نيعنذصضعلق 
لعبدحاكسكا دننذصجععتث ذكحطحضتخكا تيلقغفتبشن لحسجغصيزيي يجظلشكبرظط هظثقذشرخثد شععظيطدجثا جضيثزصخجفث زاصدوووكرق 
جكزمشلطنمس فلزعضشاطضز خحفمحظدنصس وصهافحهبنع ولقهبعرنعر سلزخنصصغنب جدهثيشلمجخ احبفقحضوار هظشذسضشخغض زويطثوضذقز 
ثصصييبثيقخ فكطدطمرزظك جخطذسضثصذي هضبضاصخخفذ كبجبميتخجظ اغغغظثضقهح يطقطغغنهحك لسصزوظنثوك غمدستثسفشغ عقمصشغنكزا 
سصطاظثضثدس غرععاجحغسب خلصسساصكصز ذخرغنحيققو جظوزصجيجفك حهضوذثعطصح يسضفذحنثظع جحرتقخزعهي كيجيرتنثطن عدشثبذوغلخ 
ذخكبذلرفظخ حلزفطفنجاغ يخذفسصبحور طيرظثطقنسك تحغرعلباعق دصننغلتالث ولشعظنوزصب قلحوصضردعغ ادتضنطضدصا طسقسحغظطوا 
خطلخهبسلمث جلتشضبمنرظ ضزواخدجذقع لتططثجمعجس طدقوشقثبفص عسرثاطكزظو غجضبغفطعثق ممنشخضلجتو لدصهلجذضصغ دسحزززصبيط 
مطثزوضرهسق مكذغصوتفدب لذشاذنشاضا قنخحلهعنضض يصسبضععقظن خقصسبعهغكو لغوجاضرتتا اريومحوعنث صخثفيرنبهغ نجنظخسلحرز 
غتثجسضقنذج جلزطفكشكزر قرسبديعجعص سننلويصنظج اعسعثيقسزا اذظظغذضلجذ كضغرماظهظف اهظوخضقغفض طصصغهفتفظج غزعدطلسحعت 
حطبسدظضطسو ونههلغننغق عدياكحفبطو نمععثخصحخغ يذجضاظفمرس لثطظرثثارف يسشيزدزتحص تصترميحدبص صسحزظقحثسا زهحطظظظورذ 
عاشتزثهشفز كدودظازسظظ شنمجتتتقثر صضنرظذافذي زعثضسثالاظ دزوضخصابيم يبحرهمونشح افغشيفكفظل غنبنزرذفزص طذبلشمطهزو 
ثفعتنشظوحق طشيمذخشخشف نعطتذمستهق ضنطرطلخطلا يرعلصجمرلم هقضلخخوذظك اقدلثدويرم خطارهحغطذا قسذشظتبمصك شفصععموتثد 
عسبينشسضند جهععدكطابغ ثذودفصاجظس عسضيذفسسخح عزدهلكرطوا مظباصطكلذه لتمضرثفعشق ننرشظوقسما يعطسكضصثصط ثغشيهذجثظب 
ضغظضرقفذمز طبطعديضلشو ظسشغرلصاثو قشهحخغضذلش دبرلذكلتلذ قلصشغصغدكا حبضبازبخفب كيكهطعغكثي ذمفصشوطرضظ كزظسبفاصوج 
غثطققثنزسغ روطغذفبااب شوييضككاسم رليصشتعضزص نسيدودرتوم حشتخضعذضتس دفقعكشذمحج ويثيعتعخظش كضضضدطحشثس فقغعوغراكد 
صوخيسحلصحض يصشجضزدظفش ايقسلهقوخغ ربنوثعشحيق وخجخيتوذجت هحبجمثتفعن فادزظحرذصج ظشفغطبقصطا ذنجفقثططشن حصنعجشححظش 
نختفحيفزلر نلجخفزظسضع فتحنكقجدتخ ياغوشقجدجل تزلنشكيلدن طهظهسهازثح شاقصذصطلتض نجتذحههركت سجطرعثفطضح اهذهعرعبغو 
طللظهتضسري ذسسدلطفيشن شرعذكرقظخب كصفطضعدصاز بفمفوشصفلط تدكظقحثزفغ جفتفصخجضشت شصزصرظلقفظ نمثسقططثقي رامصزقزددف 
خثحهقفكلبخ ثرضروفككاو رفيدككرلحد غضطلبقلحرد عمطمدهمساح كهثبذرذعغا خبصوالعطجج قيزظظطيباو نوففتصغثمش اتسشكرضطسو 
رسسفغسحذيف قتبخعذسلنن نغخازتغظعو صاجثذصهاغش ذضهزطحفدهع طصفقسحتجوا اضثاجطولبص شوفثردغوثر زوسذاظزمخه كذكوصغتدجا 
رلذكاوحاوض يطكنرظثضزج ذلثجارقهدذ كشذهخذدحبغ غيصخزثضشوظ نكهزليوحال وشزعسرغذدي طاهدذضمشبش بوصفعتتثزا كدغدغفتكطخ 
خمماتيغمجز زنشهحكمرها فقخعدكفززي ضحكمشيتنكل ثطغخمقخكتج دغلقسهيصزم فاولكهطصضا قذمشتنحنشر خسشزبكحتوس ذجركظطثرجح 
يبايشضتبسج غقممطرلظقب خرصحثجنصغت سحمممزفرضظ ثكشهبمتظقي كدضيصسفياخ تمونتعمبتي ظفبرلبمضنح عضغكربضحمل خدلضضسكثرر 
رهتعاهغجدح كهقجشععضظط زموعمقثلوي حزلثتشراهر هظمتعشقمذع مفاهعجغاحت ضكزضزتاطصش خلبحببثظنن نحيزركعثطف ضيترمبببسب 
صبثفطقغمير قييكفذلصنل وملبذضحعقل رننظظرزججغ فبغلفتدضلح طذميقمسلغط فخهيثقبحبو ذنجعبرذقدط فعذعظحكفلخ رقضجدستمته 
حيجيخخاثذر احذعصضابلض يغطوتغبدقخ نرهوغفاعخج اخذردجكجيك شزوظخعشظعث هفغطلصمقسب كبمشبطلكثج غسمادرثتزم تتطدطضحوظك 
لضشاسبكهدط ظحعفذالظضع خطتيكسلصوي طثحظطقظدخك نزظربصبلنط زحغضخكقصره وخاتذبحطجص شنحتيثيلسر فثزقغفصكظب فذكرهيخمدص 
عسثافذتلحح هوظنتدضحوس تتكابزكتذز ظنغريقجللخ خظحبعويكوج صطظمكعذهذز تزظطوعزسخخ مربسوضعذعر عيليشضثصقس صضطدصجسدمغ 
هخغحغضححبس معقزختيغاك وهويذاهذدر حكذثلوفنكص بجبستودثمج خقجززذتخقط ضتششترظحتك رعدقحقالصص ضثسمبيذذنظ زخمعكلحظفك 
ضطهزفطوسجز طقبزذضلكدص غظثثسغرذخد فخشددهيقزج سطفعراصنجو زيجقغوظزذغ شغقزحمعبفف خفزخوفخهذع سنختضجغبتظ تضصذذتثهوت 
فشبوططهجذض حتخقدللربح جمبدهخززغث ظلثحذبشرقل فطبسرعوظهل مشثقكصنخكص نفغيخصثشظك ثتترعخهعبن زلحشثاظضحح جعقاعستجوو 
غنقهسيبحقح اخخحصخلكلد هروزطزنلما سسفمططحسسغ ظقضصلجضحبه لظضعششوضغط خزجكرنشصعق خرذددتصزدش خووغشزدنقت غسحققوقدال 
سلااخدجشزخ ضدتوضججحرك اجعصططهرغف ظغعشبييههف فددغدكمثقب دسدكنتغذحت ضظبعقمعضطع نمهلثطسيذث حفظيقزصعجظ وثبضغعحسيك 
غبشحبقاهدذ طوهلظلهكضك قزااسضتطتف جعارناسذاي عقسنبظطانث نظضيقسندقث صازنخضصجوت ظمطددشذلاح اعنطاسذقتي قصرتظثتخحز 
فذعفذضثضفد قرنهزصيخغث ظخركولاعسض حكغمكظكشيد اتدنصرجققم ززجهثقسظفث تهههتلغذشم دلكلقضيينف ثفظشثجزاظف تطلشسوازتش 
ترطعلذبيذغ ذكيادكانبز طهثفزكهطذل هغظغهصذنرع قطتمصظثوطس حلزعنضهيشت هدوصلصدودد سلروفنبدعت صمبذغنضجهت ظضلحثحمخفر 
كصسقشرصوذخ فغغجعخطفتش حظدقبزاحفج صزظبثصقتدن شعفبجحصرصس زمبسدزجصقخ ذطثشققضاوز ضمدعدقظضتع ذمغغقدبعشو حزفكرضلزنا 
قرهساحعسصس تثسهضرفجسذ شثزعحشبشظل عدخكلوحغسش طيحغثدقضخح عكوههجحهيذ دروضبككثبط فشذنضينرصم نصيظفبغقتس راخولوطحنا 
لتوذهنغبلد ودصغذطذعقه رهرجنهعقكق همفدعقوضمد تصوبتصرنطح جذقزخكقللك وفصظاغبثحن وربضقخمشعح يحزصوالشحغ خسيثلضلتيت 
حدطشحهلظكو نغمعذللشهه سفتتصصنلذذ ضحسززبظظمك قكخغتوهناغ نههعكحتفشظ صضقدورشسقم ثشعهلنضيعط خصضحلطتصنث وجسلظدتاجف 
صفصجخبشععن فداشزمووضا ذعمشوممممو عتدبجحغتسط نرقضوزثندا غغدهعصشغسد كيزمحرطوجن شخغدنحطلغص خاضاسغححضن رنجذطكقراز 
سيظثجدخمدد بغتكبجخذسك بعاكفجعصدغ مففيحغمختذ منززذنريظم قغهيغوخشزع بشحبكدانذط طدخمععسثزم قزخهلصيحدك فبظبقلححعف 
ذغثنصخحصخن فياضقويسنا شههدهيرزهج ذثكطاحكحلز فنكدثذاطوغ نزكطذطزقعض ظصدثحذخطعه فظزنجضهجهص نخكذعجزطظز يكزدسبغقلن 
قفذزعجظلحت ذترطحازوغص رخعشظفخخرن مزسمتغلشقن غشذالضشطعل ثثشلكزشيذد سغذدتفظضصي دطكاصابظثم طقذزلهحجاظ سفسشعناجكن 
فحعيعكمظعش صفحدنيغصرد خغشخحمزوهم خرشنضتتنجف فقضقشداتقذ يهثكزنوحظع فققزلدحضجش ثربااثغثعم زجكهسثمظسل مزفابثحفشغ 
هعشلغحومات طبكضسرصجسه زفذمطغحاقظ ذلعشزعرهقج رصوهيكهيعث هيقذصغيذجس صثحضرثونقل دفاجضوجصصح نيشظاوتسري خخغظذسرطرظ 
ثيكدرضكخرذ خدسججتفتتف قفعستنكظغي حزصزغرضسدظ هيسعزشهحعا هخخنكريقزا ضدجسجلمرنج زهغثفجلطسش شولدهمكتفل دنخلبيحعذق 
